Insectendoosnaam,soortnaam,aantal,volgnr
Insectendoos 07-10,Haliplus confinis,4,1687
Insectendoos 07-10,Haliplus lineatocollis,17,1688
Insectendoos 07-10,Haliplus ruficollis,21,1689
Insectendoos 07-10,Haliplus heydeni,9,1690
Insectendoos 07-10,Haliplus fluviatilis,4,1691
Insectendoos 07-10,Haliplus wehnkei,4,1692
Insectendoos 07-10,Haliplus lineolatus,5,1693
Insectendoos 07-10,Haliplus immaculatus,5,1694
Insectendoos 07-10,Haliplus apicalis,4,1695
Insectendoos 07-10,Haliplus fulvicollis,1,1696
Insectendoos 07-10,Haliplus furcatus,3,1697
Insectendoos 07-10,Haliplus laminatus,1,1698
Insectendoos 07-10,Haliplus mucronatus,4,1699
Insectendoos 07-10,Hyphydrus ovatus,9,1700
Insectendoos 07-10,Hyphydrus aubei,2,1701
Insectendoos 07-10,Hydroglyphus pusillus,44,1702
Insectendoos 07-10,Hydroglyphus signatellus,1,1703
Insectendoos 07-10,Bidessus munitissimus,5,1704
Insectendoos 07-10,Bidessus delicatulus,7,1705
Insectendoos 07-10,Bidessus unistriatus,2,1706
Insectendoos 07-10,Bidessus grossepunctatus,7,1707
Insectendoos 07-10,Bidessus nasutus,3,1708
Insectendoos 07-10,Bidessus goudoti,2,1709
Insectendoos 07-10,Yola bicarinata,3,1710
Insectendoos 07-10,Hydrovatus cuspidatus,5,1711
Insectendoos 07-10,Coelambus impressopunctatus,10,1712
Insectendoos 07-10,Coelambus parallelogrammus,6,1713
Insectendoos 07-10,Coelambus novemlineatus,3,1714
Insectendoos 07-10,Coelambus nigrolineatus,2,1715
Insectendoos 07-10,Coelambus confluens,23,1716
Insectendoos 07-10,Hydrogotus versicolor,19,1717
Insectendoos 07-10,Hydrogotus inaequalis,31,1718
Insectendoos 07-10,Hydrogotus quinquelineatis,2,1719
Insectendoos 07-10,Hydrogotus decoratus,6,1720
Insectendoos 07-10,Hydroporus scalesianus,1,1721
Insectendoos 07-10,Hydroporus angustatus,11,1722
Insectendoos 07-10,Hydroporus umbrosus,4,1723
Insectendoos 07-10,Hydroporus tristis,6,1724
Insectendoos 07-10,Hydroporus glabriusculus,1,1725
Insectendoos 07-10,Hydroporus notatus,1,1726
Insectendoos 07-10,Hydroporus gyllenhalii,5,1727
Insectendoos 07-10,Hydroporus palustris,35,1728
Insectendoos 07-10,Hydroporus incognitus,3,1729
Insectendoos 07-10,Hydroporus striolatus,7,1730
Insectendoos 07-10,Hydroporus erythrocephalus,20,1731
Insectendoos 07-11,Mycetaea subterranea,7,1732
Insectendoos 07-11,Symbiotes gibberosus,1,1733
Insectendoos 07-11,Symbiotes armatus,1,1734
Insectendoos 07-11,Lycoperdina bovistea,24,1735
Insectendoos 07-11,Lycoperdina succincta,1,1736
Insectendoos 07-11,Mycetina cruciata,7,1737
Insectendoos 07-11,Endomychus coccineus,19,1738
Insectendoos 07-11,Ancylopus melanocephalus,1,1739
Insectendoos 07-11,Henosepilachna argus,27,1740
Insectendoos 07-11,Henosepilachna elaterii,2,1741
Insectendoos 07-11,Subcoccinella 24-punctata,28,1742
Insectendoos 07-11,Cynegetis impunctata,6,1743
Insectendoos 07-11,Coccidula scutellata,20,1744
Insectendoos 07-11,Coccidula rufa,26,1745
Insectendoos 07-11,Rhyzobius litura,11,1746
Insectendoos 07-11,Rhyzobius chrysomeloides,38,1747
Insectendoos 07-11,Scymnus apetzi,32,1748
Insectendoos 07-11,Scymnus pallipediformis,6,1749
Insectendoos 07-11,Scymnus doriai,2,1750
Insectendoos 07-11,Scymnus frontalis,15,1751
Insectendoos 07-11,Scymnus mimulus,7,1752
Insectendoos 07-11,Scymnus interruptus,6,1753
Insectendoos 07-11,Scymnus abietis,3,1754
Insectendoos 07-11,Scymnus nigrinus,3,1755
Insectendoos 07-11,Scymnus rubromaculatus,10,1756
Insectendoos 07-11,Scymnus heamorrhoidalis,3,1757
Insectendoos 07-11,Scymnus ferrugatus,2,1758
Insectendoos 07-11,Scymnus auritus,38,1759
Insectendoos 07-11,Scymnus impexus,1,1760
Insectendoos 07-11,Scymnus femoralis,2,1761
Insectendoos 07-11,Scymnus limbatus,2,1762
Insectendoos 07-11,Scymnus suturalis,40,1763
Insectendoos 07-11,Scymnus ater,1,1764
Insectendoos 07-11,Scymnus subvillosus,2,1765
Insectendoos 07-11,Scymnus rufipes,2,1766
Insectendoos 07-11,Scymnus marginalis,1,1767
Insectendoos 07-11,Scymnus canariensis,1,1768
Insectendoos 07-11,Scymnus incertus,1,1769
Insectendoos 07-11,Nephus redtenbacheri,1,1770
Insectendoos 07-11,Nephus limonii,1,1771
Insectendoos 07-11,Nephus quadrimaculatus,3,1772
Insectendoos 07-11,Nephus semifufus,1,1773
Insectendoos 07-11,Stethorus punctillum,5,1774
Insectendoos 07-11,Stethorus gilvifrons,2,1775
Insectendoos 07-11,Clitostethus arcuatus,2,1776
Insectendoos 07-11,Platynaspis luteorubra,4,1777
Insectendoos 07-11,Chilocorus bipustulatus,5,1778
Insectendoos 07-11,Chilocorus renipustulatus,4,1779
Insectendoos 07-12,Helophorus confrater,2,1780
Insectendoos 07-12,Helophorus montenegrinus,5,1781
Insectendoos 07-12,Helophorus brevipalpis,68,1782
Insectendoos 07-12,Helophorus nanus,4,1783
Insectendoos 07-12,Helophorus redtenbacheri,2,1784
Insectendoos 07-12,Helophorus villosus,5,1785
Insectendoos 07-12,Helophorus lactocollis,3,1786
Insectendoos 07-12,Helophorus strigifrons,4,1787
Insectendoos 07-12,Helophorus flavipes,21,1788
Insectendoos 07-12,Helophorus obscurus,9,1789
Insectendoos 07-12,Helophorus asperatus,4,1790
Insectendoos 07-12,Helophorus dorsalis,6,1791
Insectendoos 07-12,Helophorus croaticus,1,1792
Insectendoos 07-12,Helophorus fulgidicollis,2,1793
Insectendoos 07-12,Helophorus granularis,4,1794
Insectendoos 07-12,Helophorus minutus,1,1795
Insectendoos 07-12,Helophorus discrepans,1,1796
Insectendoos 07-12,Helophorus griseus,33,1797
Insectendoos 07-12,Helophorus longitarsus,2,1798
Insectendoos 07-12,Helophorus seidlitzii,11,1799
Insectendoos 07-12,Helophorus asturiensis,1,1800
Insectendoos 07-12,Helophorus pumilio,9,1801
Insectendoos 07-12,Coelostoma orbiculare,19,1802
Insectendoos 07-12,Dactylosternum abdominale,1,1803
Insectendoos 07-12,Spaeridium bipustulatum,37,1804
Insectendoos 07-12,Spaeridium substriatum,7,1805
Insectendoos 07-12,Spaeridium scarabaeoides,10,1806
Insectendoos 07-12,Spaeridium lunatum,20,1807
Insectendoos 07-12,Cercyon littoralis,8,1808
Insectendoos 07-12,Cercyon depressus,2,1809
Insectendoos 07-12,Cercyon arenarius,1,1810
Insectendoos 07-12,Cercyon ustulatus,1,1811
Insectendoos 07-12,Cercyon obsoletus,4,1812
Insectendoos 07-12,Cercyon impressus,53,1813
Insectendoos 07-12,Cercyon melanocephalus,34,1814
Insectendoos 07-12,Cercyon marinus,12,1815
Insectendoos 07-12,Cercyon bifenestriatus,9,1816
Insectendoos 07-12,Cercyon lateralis,25,1817
Insectendoos 07-12,Cercyon laminatus,3,1818
Insectendoos 07-12,Cercyon quisquilius,35,1819
Insectendoos 07-12,Cercyon terminatus,4,1820
Insectendoos 07-12,Cercyon pygmaeus,18,1821
Insectendoos 07-12,Cercyon granarius,2,1822
Insectendoos 07-12,Cercyon atricapillus,3,1823
Insectendoos 07-12,Cercyon unipunctatus,10,1824
Insectendoos 07-12,Cercyon tristis,10,1825
Insectendoos 07-12,Cercyon convexiusculus,8,1826
Insectendoos 07-12,Cercyon sternalis,22,1827
Insectendoos 07-12,Cercyon analis,40,1828
Insectendoos 07-13,Pseudepierus italicus,1,1894
Insectendoos 07-13,Platysoma compressum,26,1895
Insectendoos 07-13,Platysoma elogatum,10,1896
Insectendoos 07-13,Platysoma lineare,1,1897
Insectendoos 07-13,Platysoma angustatum,3,1898
Insectendoos 07-13,Platysoma cornix,2,1899
Insectendoos 07-13,Eblisia minor,3,1900
Insectendoos 07-13,Margarinotus obscurus,4,1901
Insectendoos 07-13,Margarinotus bipustulatus,3,1902
Insectendoos 07-13,Margarinotus pupurascens,23,1903
Insectendoos 07-13,Margarinotus neglectus,3,1904
Insectendoos 07-13,Margarinotus ventralis,21,1905
Insectendoos 07-13,Margarinotus carbonarius,14,1906
Insectendoos 07-13,Margarinotus ignobilis,3,1907
Insectendoos 07-13,Margarinotus striola,16,1908
Insectendoos 07-13,Margarinotus terricola,1,1909
Insectendoos 07-13,Margarinotus merdarius,6,1910
Insectendoos 07-13,Margarinotus brunneus,22,1911
Insectendoos 07-13,Margarinotus marginatu3,3,1912
Insectendoos 07-13,Pactolinus major,2,1913
Insectendoos 07-13,Pachylister inaequalis,12,1914
Insectendoos 07-13,Hister quadrimaculatis,30,1915
Insectendoos 07-13,Hister unicolor,7,1916
Insectendoos 07-13,Hister quadrinotatus,3,1917
Insectendoos 07-13,Hister illigeri,11,1918
Insectendoos 07-13,Hister unicatus,1,1919
Insectendoos 07-13,Hister helluo,4,1920
Insectendoos 07-13,Hister subalatutaceus,2,1921
Insectendoos 07-13,Hister bissexstriatus,12,1922
Insectendoos 07-13,Hister grandicollis,1,1923
Insectendoos 07-13,Atholus bimaculatus,5,1924
Insectendoos 07-13,Atholus dudecimstriatus,15,1925
Insectendoos 07-13,Atholus corvinus,1,1926
Insectendoos 07-13,Satrapes sartorii,1,1927
Insectendoos 07-13,Hataerius ferrugineus,1,1928
Insectendoos 07-13,Eudiplister lugubris,1,1929
Insectendoos 07-13,Eudiplister moerens,1,1930
Insectendoos 07-15,Trarthron maerkelii,2,1931
Insectendoos 07-15,Hydnobius latifrons,1,1932
Insectendoos 07-15,Hydnobius spinipes,3,1933
Insectendoos 07-15,Hydnobius punctatus,1,1934
Insectendoos 07-15,Hydnobius multistriatus,1,1935
Insectendoos 07-15,Trichohydnobius suturalis,2,1936
Insectendoos 07-15,Leiodes cillaris,1,1937
Insectendoos 07-15,Leiodes furva,2,1938
Insectendoos 07-15,Leiodes pallens,3,1939
Insectendoos 07-15,Leiodes rubiginosa,1,1940
Insectendoos 07-15,Leiodes triepkii,4,1941
Insectendoos 07-15,Leiodes rugosa,3,1942
Insectendoos 07-15,Leiodes hybrida,3,1943
Insectendoos 07-15,Leiodes brandisi,1,1944
Insectendoos 07-15,Leiodes fracta,1,1945
Insectendoos 07-15,Leiodes cinnamomea,6,1946
Insectendoos 07-15,Leiodes oblonga,1,1947
Insectendoos 07-15,Leiodes silesiaca,3,1948
Insectendoos 07-15,Leiodes lucens,2,1949
Insectendoos 07-15,Leiodes longipes,1,1950
Insectendoos 07-15,Leiodes macropus,1,1951
Insectendoos 07-15,Leiodes polita,8,1952
Insectendoos 07-15,Leiodes lunicollis,1,1953
Insectendoos 07-15,Leiodes picea,2,1954
Insectendoos 07-15,Leiodes dubia,18,1955
Insectendoos 07-15,Leiodes obesa,8,1956
Insectendoos 07-15,Leiodes brunnea,2,1957
Insectendoos 07-15,Leiodes ruficollis,6,1958
Insectendoos 07-15,Leiodes litura,1,1959
Insectendoos 07-15,Leiodes ferruginea,7,1960
Insectendoos 07-15,Leiodes nigrita,1,1961
Insectendoos 07-15,Leiodes badia,3,1962
Insectendoos 07-15,Leiodes gyllenhalii,4,1963
Insectendoos 07-15,Leiodes punctulata,2,1964
Insectendoos 07-15,Colensis immunda,5,1965
Insectendoos 07-15,Agaricophagus cephalotes,1,1966
Insectendoos 07-15,Liocyrtusa minuta,2,1967
Insectendoos 07-15,Liocyrtusa vittata,1,1968
Insectendoos 07-15,Anisotoma humeralis,20,1969
Insectendoos 07-15,Anisotoma axillaris,2,1970
Insectendoos 07-15,Anisotoma castanea,2,1971
Insectendoos 07-15,Anisotoma glabratus,1,1972
Insectendoos 07-15,Anisotoma orbicularis,3,1973
Insectendoos 07-15,Liodoprida serricornis,2,1974
Insectendoos 07-15,Amphicyllus globus,8,1975
Insectendoos 07-15,Amphicyllus globiformis,6,1976
Insectendoos 07-15,Agathidium marginatum,5,1977
Insectendoos 07-15,Agathidium varians,9,1978
Insectendoos 07-15,Agathidium convexum,1,1979
Insectendoos 07-15,Agathidium bescidium,1,1980
Insectendoos 07-15,Agathidium mandibulare,3,1981
Insectendoos 07-16,Aglenus brunneus,4,1982
Insectendoos 07-16,Pycnomerus terebrans,1,1983
Insectendoos 07-16,Pycnomerus inexpectatus,1,1984
Insectendoos 07-16,Nosodomodes tuberculatus,2,1985
Insectendoos 07-16,Nosodomodes Rhopalocerus,1,1986
Insectendoos 07-16,Orthocerus clavicornis,1,1987
Insectendoos 07-16,Orthocerus crassicornis,1,1988
Insectendoos 07-16,Endophloeus markovichianus,1,1989
Insectendoos 07-16,Diodesma subterranea,1,1990
Insectendoos 07-16,Coxellus pictus,2,1991
Insectendoos 07-16,Langelandia anophthalma,1,1992
Insectendoos 07-16,Synchita humeralis,3,1993
Insectendoos 07-16,Synchita separanda,1,1994
Insectendoos 07-16,Cicones variegatus,2,1995
Insectendoos 07-16,Colobicus hirtus,1,1996
Insectendoos 07-16,Bitoma crenata,62,1997
Insectendoos 07-16,Bitoma ferruginea,3,1998
Insectendoos 07-16,Colydium elongatum,2,1999
Insectendoos 07-16,Colydium filiforme,2,2000
Insectendoos 07-16,Aulonium trisulcum,5,2001
Insectendoos 07-16,Aulonium ruficorne,3,2002
Insectendoos 07-16,Bothrideres bipunctatus,1,2003
Insectendoos 07-16,Teredus cylindricus,4,2004
Insectendoos 07-16,Oxylaemus cylindricus,2,2005
Insectendoos 07-16,Annomatus reitteri,1,2006
Insectendoos 07-16,Annomatus duodecimstriatus,1,2007
Insectendoos 07-16,Cerylon fagi,5,2008
Insectendoos 07-16,Cerylon histeroides,24,2009
Insectendoos 07-16,Cerylon ferrugineum,28,2010
Insectendoos 07-16,Cerylon impressum,1,2011
Insectendoos 07-16,Cerylon deplanatum,4,2012
Insectendoos 07-16,Sphaerosoma globosum,1,2013
Insectendoos 07-16,Sphaerosoma punctatum,1,2014
Insectendoos 07-16,Sphaerosoma piliferum,1,2015
Insectendoos 07-17,NN NN,41,2016
Insectendoos 07-17,Sphindus dubius,2,2017
Insectendoos 07-17,Arpidiphorus orbiculatus,3,2018
Insectendoos 07-17,Octotemnus glabriculus,17,2019
Insectendoos 07-17,Ropalodontus perforatus,3,2020
Insectendoos 07-17,Sulcacis affinis,9,2021
Insectendoos 07-17,Sulcacis bidentulus,5,2022
Insectendoos 07-17,Sulcacis fronticornis,1,2023
Insectendoos 07-17,Cis lineatocribatus,1,2024
Insectendoos 07-17,Cis nitidus,32,2025
Insectendoos 07-17,Cis jacquemarti,6,2026
Insectendoos 07-17,Cis glabratus,6,2027
Insectendoos 07-17,Cis hispidus,11,2028
Insectendoos 07-17,Cis setiger,4,2029
Insectendoos 07-17,Cis micans,2,2030
Insectendoos 07-17,Cis boleti,20,2031
Insectendoos 07-17,Cis rugulosus,19,2032
Insectendoos 07-17,Cis quadridens,2,2033
Insectendoos 07-17,Cis punctulatus,1,2034
Insectendoos 07-17,Cis castaneus,1,2035
Insectendoos 07-17,Cis dentatus,5,2036
Insectendoos 07-17,Cis bidentatus,2,2037
Insectendoos 07-17,Orthocis Aini,3,2038
Insectendoos 07-17,Orthocis pygmaeus,1,2039
Insectendoos 07-17,Orthocis vestitus,2,2040
Insectendoos 07-17,Orthocis festivus,2,2041
Insectendoos 07-17,Ennearthron cornutum,26,2042
Insectendoos 07-17,Trogoxylon impressum,2,2043
Insectendoos 07-17,Lyctus brunneus,15,2044
Insectendoos 07-17,Lyctus pubescans,11,2045
Insectendoos 07-17,Lyctus linearis,12,2046
Insectendoos 07-17,Psoa viennensis,4,2047
Insectendoos 07-17,Psoa dubia,1,2048
Insectendoos 07-17,Endecatomus reticulatus,1,2049
Insectendoos 07-17,Lyctus brunneus,15,2050
Insectendoos 07-17,Stephanopachys substriatus,1,2051
Insectendoos 07-17,Stephanopachys linearis,1,2052
Insectendoos 07-17,Rhyzopertha dominica,17,2053
Insectendoos 07-17,Dinodorus minutus,1,2054
Insectendoos 07-17,Dinodorus bifoveolatus,1,2055
Insectendoos 07-17,Bostrichus capucinus,33,2056
Insectendoos 07-17,Lichenophanes varius,2,2057
Insectendoos 07-17,Sinoxylon sexdentatum,5,2058
Insectendoos 07-17,Sinoxylon perforans,1,2059
Insectendoos 07-17,Xylopertha retusa,5,2065
Insectendoos 07-17,Xylopertha praetuse,3,2066
Insectendoos 07-17,Scobiacia chevrieri,2,2067
Insectendoos 07-17,Schistoceros bimaculatus,3,2068
Insectendoos 07-17,Xylogenes auricomus,1,2069
Insectendoos 07-18,Exochomus quadripustulatus,24,2070
Insectendoos 07-18,Exochomus nigromaculatus,26,2071
